ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck5yzotz01dt90833h90trq4d,ck5yzhgv5bimj0bo0ejj51jmv,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F71009ffa-09e1-1cbb-a078-01b075b06286-23.png?Expires=1581495142511&KeyName=labelbox-assets-key-1&Signature=dc1w79OxGv4wDyall3P92iQ9Ts4,"{""snake"":[{""geometry"":[{""x"":14,""y"":55},{""x"":154,""y"":55},{""x"":154,""y"":185},{""x"":14,""y"":185}]}]}",engineerzheyu@gmail.com,RVSS,1580282989000,1580282989000,9.775,23.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzotz01dt90833h90trq4d
ck5yzoyig1dvx0833p6t16r1i,ck5yzhgv8biq30bo0ejnf8mpb,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F1a5b9720-d36f-f233-77eb-8eb4a67f80c0-55.png?Expires=1581495142511&KeyName=labelbox-assets-key-1&Signature=ecMeO0Nv43gELADRFGT5unSsPnA,"{""snake"":[{""geometry"":[{""x"":73,""y"":74},{""x"":136,""y"":74},{""x"":136,""y"":156},{""x"":73,""y"":156}]}]}",engineerzheyu@gmail.com,RVSS,1580282995000,1580282995000,5.367,55.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzoyig1dvx0833p6t16r1i
ck5yzp2vx9dc00776ttecn9zu,ck5yzhgvbbitn0bo09xfb2qiw,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F463b7939-5b46-dcea-4216-7d5f64628a6d-87.png?Expires=1581495142511&KeyName=labelbox-assets-key-1&Signature=MT0Yl4Nu3-WMDof1Q_lMp1hvlrY,"{""snake"":[{""geometry"":[{""x"":37,""y"":75},{""x"":131,""y"":75},{""x"":131,""y"":163},{""x"":37,""y"":163}]}]}",engineerzheyu@gmail.com,RVSS,1580283000000,1580283000000,5.158,87.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzp2vx9dc00776ttecn9zu
ck5yzp9lv9jb208901ufjksuu,ck5yzhgvfbix70bo0geeo80tv,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F2af77c18-7ec0-5076-bfbe-e29e014be0fb-119.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=XABeinJIFtx-Oz4QH1ImerO3hQg,"{""llama"":[{""geometry"":[{""x"":87,""y"":97},{""x"":123,""y"":97},{""x"":123,""y"":139},{""x"":87,""y"":139}]}],""elephant"":[{""geometry"":[{""x"":146,""y"":83},{""x"":227,""y"":83},{""x"":227,""y"":151},{""x"":146,""y"":151}]}]}",engineerzheyu@gmail.com,RVSS,1580283009000,1580283009000,8.217,119.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzp9lv9jb208901ufjksuu
ck5yzpj441e2y08336jtg6q88,ck5yzhgvhbj0r0bo0aswxgi2q,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F6b822158-3065-5b17-bfc2-758550d69c9d-152.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=14qxG0_34WLr-6oRwvOntJIHdNE,"{""llama"":[{""geometry"":[{""x"":139,""y"":74},{""x"":220,""y"":74},{""x"":220,""y"":199},{""x"":139,""y"":199}]}]}",engineerzheyu@gmail.com,RVSS,1580283021000,1580283021000,11.729,152.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzpj441e2y08336jtg6q88
ck5yzpts19xyp0956g0kyk6di,ck5yzhgvkbj4b0bo02sixdj9f,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F4423dc35-c2f7-8254-553e-dd0d7617e6aa-184.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=svZlGc2p2s8fNKqBd3jyeai1CWQ,"{""llama"":[{""geometry"":[{""x"":137,""y"":99},{""x"":246,""y"":99},{""x"":246,""y"":189},{""x"":137,""y"":189}]}],""background"":[{""geometry"":[{""x"":177,""y"":17},{""x"":238,""y"":17},{""x"":238,""y"":65},{""x"":177,""y"":65}]},{""geometry"":[{""x"":12,""y"":55},{""x"":94,""y"":55},{""x"":94,""y"":133},{""x"":12,""y"":133}]}]}",engineerzheyu@gmail.com,RVSS,1580283035000,1580283035000,13.32,184.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzpts19xyp0956g0kyk6di
ck5yzqevx1pbh0842hnb7dm4z,ck5yzhgvobj7v0bo06p010unh,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F58a354b5-a9e0-d7eb-960a-31916505f85c-217.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=rQYUei40MjW2mBkoZu4m_33XB0g,"{""snake"":[{""geometry"":[{""x"":104,""y"":74},{""x"":191,""y"":74},{""x"":191,""y"":191},{""x"":104,""y"":191}]}],""elephant"":[{""geometry"":[{""x"":156,""y"":96},{""x"":195,""y"":96},{""x"":195,""y"":136},{""x"":156,""y"":136}]}],""background"":[{""geometry"":[{""x"":3,""y"":52},{""x"":70,""y"":52},{""x"":70,""y"":119},{""x"":3,""y"":119}]}]}",engineerzheyu@gmail.com,RVSS,1580283062000,1580283062000,26.873,217.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzqevx1pbh0842hnb7dm4z
ck5yzql5b9m4r0700jhiye3oh,ck5yzhgvqbjbf0bo0ekpu8t64,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F54852122-fe99-7faa-4c16-087fb0e35c09-249.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=u5KiW-9fVRB0XGyitsQJFZC0CdQ,"{""llama"":[{""geometry"":[{""x"":114,""y"":74},{""x"":185,""y"":74},{""x"":185,""y"":147},{""x"":114,""y"":147}]}],""background"":[{""geometry"":[{""x"":247,""y"":48},{""x"":304,""y"":48},{""x"":304,""y"":123},{""x"":247,""y"":123}]}]}",engineerzheyu@gmail.com,RVSS,1580283071000,1580283071000,7.56,249.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzql5b9m4r0700jhiye3oh
ck5yzqr1f9m8q0700j3ncpyjn,ck5yzhgvsbjez0bo04feuhvmd,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F5dd25f32-e786-2d50-b831-ae30d9c26371-281.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=eDWRGgRhlYzWWIC6F7VOZPZDGVQ,"{""background"":[{""geometry"":[{""x"":144,""y"":83},{""x"":260,""y"":83},{""x"":260,""y"":205},{""x"":144,""y"":205}]},{""geometry"":[{""x"":6,""y"":5},{""x"":84,""y"":5},{""x"":84,""y"":87},{""x"":6,""y"":87}]}]}",engineerzheyu@gmail.com,RVSS,1580283078000,1580283078000,7.144,281.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzqr1f9m8q0700j3ncpyjn
ck5yzqwpy9iox087648wdgfjf,ck5yzhgvubjij0bo04s0b3817,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Ff443387f-2e1e-854b-5826-de97c408e7aa-313.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=t_bBOsD48rQ4OEefb9ErlTMJgg0,"{""llama"":[{""geometry"":[{""x"":172,""y"":96},{""x"":241,""y"":96},{""x"":241,""y"":164},{""x"":172,""y"":164}]}],""background"":[{""geometry"":[{""x"":33,""y"":158},{""x"":113,""y"":158},{""x"":113,""y"":231},{""x"":33,""y"":231}]}]}",engineerzheyu@gmail.com,RVSS,1580283086000,1580283086000,6.871,313.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzqwpy9iox087648wdgfjf
ck5yzr30r9kad0890beo95exg,ck5yzhgv5bimv0bo0fb6y3myj,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fb935345e-b8b4-48bb-c011-674bcb57e76f-26.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=Ph0zodCHxCjzkU3uOEUrdBn-u7Y,"{""snake"":[{""geometry"":[{""x"":100,""y"":87},{""x"":175,""y"":87},{""x"":175,""y"":154},{""x"":100,""y"":154}]}],""background"":[{""geometry"":[{""x"":212,""y"":41},{""x"":310,""y"":41},{""x"":310,""y"":142},{""x"":212,""y"":142}]}]}",engineerzheyu@gmail.com,RVSS,1580283094000,1580283094000,7.683,26.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzr30r9kad0890beo95exg
ck5yzrhaa9iwa0876is36u91r,ck5yzhgv8biqf0bo0ekuycghy,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Ffdb0257c-0642-3eea-f9ee-b7ca7feed09b-58.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=S9Zd8DGgsgOHHJhxPwWPjSQw3AU,"{""snake"":[{""geometry"":[{""x"":5,""y"":77},{""x"":104,""y"":77},{""x"":104,""y"":166},{""x"":5,""y"":166}]}],""background"":[{""geometry"":[{""x"":60,""y"":15},{""x"":150,""y"":15},{""x"":150,""y"":113},{""x"":60,""y"":113}]},{""geometry"":[{""x"":212,""y"":73},{""x"":306,""y"":73},{""x"":306,""y"":166},{""x"":212,""y"":166}]}]}",engineerzheyu@gmail.com,RVSS,1580283112000,1580283112000,18.003,58.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzrhaa9iwa0876is36u91r
ck5yzrsef1pwp0842hrz20nqd,ck5yzhgvbbitz0bo02ud88h21,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fa05f466c-cae0-3760-428c-239e70fc38a6-90.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=rbug-cLE1jM3z7DAXhCG8ltBOqg,"{""snake"":[{""geometry"":[{""x"":13,""y"":66},{""x"":81,""y"":66},{""x"":81,""y"":136},{""x"":13,""y"":136}]}],""background"":[{""geometry"":[{""x"":170,""y"":148},{""x"":248,""y"":148},{""x"":248,""y"":235},{""x"":170,""y"":235}]},{""geometry"":[{""x"":243,""y"":176},{""x"":314,""y"":176},{""x"":314,""y"":240},{""x"":243,""y"":240}]}]}",engineerzheyu@gmail.com,RVSS,1580283127000,1580283127000,11.144,90.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzrsef1pwp0842hrz20nqd
ck5yzrwny1pxj0842zkek56ex,ck5yzhgvfbixj0bo05wea9l54,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fda111ad8-09f2-4d0e-a6ed-cc95add73433-122.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=wqqpiKYRjAfb-U4Qi9UmWljvBHw,"{""background"":[{""geometry"":[{""x"":96,""y"":98},{""x"":204,""y"":98},{""x"":204,""y"":203},{""x"":96,""y"":203}]}]}",engineerzheyu@gmail.com,RVSS,1580283132000,1580283132000,4.907,122.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzrwny1pxj0842zkek56ex
ck5yzsblp1f970833p1byereu,ck5yzhgvibj130bo0dtcsboz9,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fbc623267-8c2b-b669-5b10-ec70588ec52c-155.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=N1scmVmd5Ep77VR4VqxeWsfHX_s,"{""elephant"":[{""geometry"":[{""x"":156,""y"":93},{""x"":205,""y"":93},{""x"":205,""y"":135},{""x"":156,""y"":135}]}],""background"":[{""geometry"":[{""x"":19,""y"":50},{""x"":105,""y"":50},{""x"":105,""y"":137},{""x"":19,""y"":137}]},{""geometry"":[{""x"":142,""y"":36},{""x"":194,""y"":36},{""x"":194,""y"":81},{""x"":142,""y"":81}]}]}",engineerzheyu@gmail.com,RVSS,1580283152000,1580283152000,18.836,155.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzsblp1f970833p1byereu
ck5yzshky1fbw0833uvkf3e6l,ck5yzhgvkbj4n0bo0fmjs3qg9,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F6989f679-8602-ff60-c46f-f355e8a98f63-187.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=UL6-C8uSNRCeJYVxXgom8vLuuCY,"{""elephant"":[{""geometry"":[{""x"":213,""y"":68},{""x"":319,""y"":68},{""x"":319,""y"":170},{""x"":213,""y"":170}]}]}",engineerzheyu@gmail.com,RVSS,1580283159000,1580283159000,7.251,187.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzshky1fbw0833uvkf3e6l
ck5yzsove9z52095644qqsmzf,ck5yzhgvobj870bo0a2hh049c,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F872baee9-b8d7-003f-baee-c84d0f305439-220.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=lpZnmEXvGOpQqF0z5ZgDgLph7Y8,"{""snake"":[{""geometry"":[{""x"":145,""y"":85},{""x"":209,""y"":85},{""x"":209,""y"":143},{""x"":145,""y"":143}]}],""background"":[{""geometry"":[{""x"":1,""y"":101},{""x"":80,""y"":101},{""x"":80,""y"":166},{""x"":1,""y"":166}]}]}",engineerzheyu@gmail.com,RVSS,1580283169000,1580283169000,8.976,220.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzsove9z52095644qqsmzf
ck5yzt00g9jd20876sbnqx5pp,ck5yzhgvqbjbr0bo0d4tu4ql0,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F3cce486b-3db2-32e9-928a-be2a2f55f211-252.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=nMjvDiAzVgYrkBzyXL8Zea5CJlE,"{""snake"":[{""geometry"":[{""x"":231,""y"":99},{""x"":283,""y"":99},{""x"":283,""y"":144},{""x"":231,""y"":144}]}],""llama"":[{""geometry"":[{""x"":76,""y"":80},{""x"":133,""y"":80},{""x"":133,""y"":146},{""x"":76,""y"":146}]}],""background"":[{""geometry"":[{""x"":141,""y"":20},{""x"":183,""y"":20},{""x"":183,""y"":53},{""x"":141,""y"":53}]},{""geometry"":[{""x"":102,""y"":191},{""x"":175,""y"":191},{""x"":175,""y"":237},{""x"":102,""y"":237}]}]}",engineerzheyu@gmail.com,RVSS,1580283183000,1580283183000,13.946,252.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzt00g9jd20876sbnqx5pp
ck5yzt88m9jfj0876x5szy86x,ck5yzhgvsbjfb0bo0cjq9cvbc,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F63600f37-3578-015e-d1cd-e53d4057771d-284.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=cXE5L6HLJRVKYzCrbxjeYxp99J0,"{""elephant"":[{""geometry"":[{""x"":119,""y"":116},{""x"":227,""y"":116},{""x"":227,""y"":219},{""x"":119,""y"":219}]}],""background"":[{""geometry"":[{""x"":256,""y"":115},{""x"":315,""y"":115},{""x"":315,""y"":176},{""x"":256,""y"":176}]}]}",engineerzheyu@gmail.com,RVSS,1580283194000,1580283194000,8.499,284.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yzt88m9jfj0876x5szy86x
ck5yztcz21fp30833adfjc46a,ck5yzhgvvbjiv0bo0biim2ny6,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fc523850b-e3c9-07ff-9037-9f6f18b8d4de-316.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=RiPbhHMOIe0cfowh532mM7oFtxQ,"{""elephant"":[{""geometry"":[{""x"":85,""y"":88},{""x"":164,""y"":88},{""x"":164,""y"":178},{""x"":85,""y"":178}]}]}",engineerzheyu@gmail.com,RVSS,1580283200000,1580283200000,5.648,316.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yztcz21fp30833adfjc46a
ck5yztgrm9n5d0700ktx4lzgi,ck5yzhgv6bin70bo0d1yk3gj7,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F20d23313-9c7a-15c4-ffcb-f3e5e25ce4a1-29.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=TWzLgntrHgszjZFgszeSJ588FAQ,"{""snake"":[{""geometry"":[{""x"":52,""y"":83},{""x"":138,""y"":83},{""x"":138,""y"":156},{""x"":52,""y"":156}]}]}",engineerzheyu@gmail.com,RVSS,1580283205000,1580283205000,4.558,29.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yztgrm9n5d0700ktx4lzgi
ck5yztli89jk30876bqqajz48,ck5yzhgv8biqr0bo0dqks56ju,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F856d6a30-07e7-2edb-ccdb-59bb13a39cec-61.png?Expires=1581495142512&KeyName=labelbox-assets-key-1&Signature=yVd7B4G4a1Qmyyn35N-CFWz-8Pg,"{""snake"":[{""geometry"":[{""x"":118,""y"":85},{""x"":201,""y"":85},{""x"":201,""y"":171},{""x"":118,""y"":171}]}]}",engineerzheyu@gmail.com,RVSS,1580283211000,1580283211000,5.646,61.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yztli89jk30876bqqajz48
ck5yztw4p1fw6083351i581nm,ck5yzhgvbbiub0bo04xa99g35,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F12885cdd-717c-cd4e-50bc-acfb60856a4e-93.png?Expires=1581495142513&KeyName=labelbox-assets-key-1&Signature=XSAzt96LrbcaO_gAnfgRM-CKmyk,"{""snake"":[{""geometry"":[{""x"":84,""y"":99},{""x"":161,""y"":99},{""x"":161,""y"":178},{""x"":84,""y"":178}]}],""background"":[{""geometry"":[{""x"":13,""y"":56},{""x"":81,""y"":56},{""x"":81,""y"":140},{""x"":13,""y"":140}]},{""geometry"":[{""x"":128,""y"":0},{""x"":226,""y"":0},{""x"":226,""y"":93},{""x"":128,""y"":93}]}]}",engineerzheyu@gmail.com,RVSS,1580283225000,1580283225000,13.232,93.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5yztw4p1fw6083351i581nm
